Sentiment,User,Post Content
Negative,MarkatLangstone,"So very, very true.
#EndTheLockdown"
Negative,MarkatLangstone,They need to #EndTheLockdown now as they promised.
Negative,sensaycommon2,"RT @finy06: @JoeBiden @KamalaHarris 🚨 FEAR BASED MIND CONTROL🚨
🛑STRONG DELUSION🛑 

#BidenCheated2020 
#MasksDontWork 
#NoMoreLockdowns 
#in…"
Negative,MarkatLangstone,#LockdownsDontWork @FatEmperor
Negative,C3vLocke,RT @commonsence2020: Small business are becoming extinct thanks to a Democratic governor near you .. #RecallGavinNewsom #LockdownsDontWork
Negative,WBunchuck,"@sean_antrim @JoeBiden Fact-check next time:
#BidenHarris #PresidentElectJoe #nolockdown 

 https://t.co/pD5jnoOotc"
Positive,glueman16803,"RT @TCRG2012: #DontBeAMaskhole 
#COVIDiotInChief
#StayHome"
Positive,WaymackR,"RT @TCRG2012: #DontBeAMaskhole 
#COVIDiotInChief
#StayHome https://t.co/kaCMe8L6VF"
Positive,Concern01212880,"@StewartforUtah If you are a conservative Republican and vote for Perdue or loeffler on Jan. 5 you are anti-trump
#stayhome!"
Positive,griffinsnews,"If @GOP voters in #Georgia don’t boycott the Senate runoff elections, George Soros wins! #StopTheSteaI #StayHome"
Neutral,janetw58,And the meeting continued without anyone immediately quarantining.
Neutral,AocSquirrel,@its_all_toast @SimplyStapha Go after they lift the Trump Virus quarantine...
Neutral,SamSanderson123,"RT @fadetoblack119: Where is Pence!? Is he quarantining!?
 Or distancing himself from Trump the Traitor!?"
Neutral,amandaaurelius1,"So--the whole lot should be quarantined-but you know--that is not happening! Oh, America..(sorry-but DUH!!!)."
Neutral,amandaactuallyY,@JoeBiden y’all need to quarantine the entire White House before moving in. Yikes. This place is infested.
Neutral,DonTheConMan_,@Kwhit972 @Broncos You do understand the concept of a quarantine period. Now I understand. you’re special little Trump snowflake.
Neutral,FewRandomThings,@thehill It takes until they miss winning some votes because of quarantining or isolating before McConnell finally… https://t.co/ZQNNvwOD8n
