Sentiment,User,Post Content
Positive,DsOchoa,"RT @DsOchoa: #GetVaccinated💉
#StayHome  
#DontFly✈️
#WearAMask  
#KeepYourDistance↔️
#StayHealthy🏃🏽🏃🏻‍♀️
#HolidaySeason 
🇺🇸 #ThankYouJoeBid…"
Positive,DsOchoa,"#GetVaccinated💉
#StayHome  
#DontFly✈️
#WearAMask  
#KeepYourDistance↔️
#StayHealthy🏃🏽🏃🏻‍♀️
#HolidaySeason 
🇺🇸… https://t.co/i5anmO7n5s"
Positive,DsOchoa,"RT @DsOchoa: #GetVaccinated💉
#VaccinesWork 💉
#WearAMask 
#StayHome 
#DontFly✈️
#StayHealthy🏃🏽🏃🏻‍♀️
@JoeBiden @Jillbiden46 received #vaccina…"
Positive,DsOchoa,"#GetVaccinated💉
#VaccinesWork 💉
#WearAMask 
#StayHome 
#DontFly✈️
#StayHealthy🏃🏽🏃🏻‍♀️
@JoeBiden @Jillbiden46 receiv… https://t.co/h6GSVC1VHS"
Positive,pmo1346,"Dear #maga, #WearADamnMask and #StayAtHome"
Neutral,suechitown,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,NikitaKitty,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,NinaLisa11,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,BleedingMarine,"Hope Hicks should have been quarantined
When she flew with old butterbean.
She came down with a strain 
A virus of… https://t.co/rqibKfwICz"
Neutral,Veronic76110761,@kjpalmen @mathers_georgia @4everNeverTrump @nytimes I think it plays to his base who think that quarantines/safety… https://t.co/QhhWNUvGOL
Neutral,lbarbara48_2,"QUARANTINE is a b + itch. Hopefully, latter part of 2021 will be BETTER! Hopes are at least THINNER. #DiaperDonald… https://t.co/U1IsfwJe5n"
