Sentiment,User,Post Content
Negative,daphney703,#deletetiktok #bidenischina #BidenLockDown #BlockFoxNews #chinacommunists #ChinaJoeBiden #FoxNewsIsDeadToMe… https://t.co/zU9IMhkQzj
Negative,amyharlib,"RT @darkjournalist: It's going to be good leaders vs. bad leaders: https://t.co/tpVJlXhx2D
#NoMandates #NoLockdowns"
Positive,PattiSmeed,"RT @HelenArmstrong5: @meralee727 #stayhome PLEASE WARN every progressive, every DEM, every left leaning anarchist, every unaffiliated prote…"
Positive,Shadowolf2,"RT @shashatheitch22: #WearAMaskSaveALife 
#StayHomeStaySafe 
#coronavirus"
Positive,rockinrobray,"RT @ChristiAnne67: #PublicHealth
#Covid19
🏡 #StayHomeStaySafe
#WearAMask
#WashYourHands
📏 #SocialDistancing

A #MustRead thread 👇"
Positive,DschaUsf,"#Michiganders 
#WearAMask 
#StaySafe 
#stayathome"
Positive,waveshark,"RT @mog7546: What was #Trump doing in January when he found out about the virus?

#StayAtHome
#MOG https://t.co/dxfuiVQLz7"
Positive,scifibird,"RT @mog7546: What was #Trump doing in January when he found out about the virus?

#StayAtHome
#MOG https://t.co/dxfuiVQLz7"
Positive,mog7546,"RT @mog7546: What was #Trump doing in January when he found out about the virus?

#StayAtHome
#MOG https://t.co/dxfuiVQLz7"
Positive,3To3,"RT @mog7546: What was #Trump doing in January when he found out about the virus?

#StayAtHome
#MOG https://t.co/dxfuiVQLz7"
Positive,MammothChimp,"RT @mog7546: What was #Trump doing in January when he found out about the virus?

#StayAtHome
#MOG https://t.co/dxfuiVQLz7"
Positive,chrissywhite71,I can’t wait to see cases explode even more bc of MAGA morons in DC yesterday with no freakin masks on!!!!!#WearAMask  ASSHOLE! #stayathome
Positive,Showboat7,"RT @mog7546: +246,000 DEAD AMERICANS TODAY

Meanwhile #Trump is playing golf again.

Comments?

#StayAtHome
#MOG https://t.co/sja34Gr0Kk"
Positive,tamt722,"RT @mog7546: +246,000 DEAD AMERICANS TODAY

Meanwhile #Trump is playing golf again.

Comments?

#StayAtHome
#MOG https://t.co/sja34Gr0Kk"
Positive,ShelliTweetz,"RT @mog7546: +246,000 DEAD AMERICANS TODAY

Meanwhile #Trump is playing golf again.

Comments?

#StayAtHome
#MOG https://t.co/sja34Gr0Kk"
Neutral,squiddlecakes,#StayTheFHome #COVIDIOTS #COVID19 #SecondLockdown
Neutral,jldsport8,I think he was just being quarantined.
Neutral,SeanFlan45,"@realDerekUtley When Biden is sworn in, I hope he'll start quarantining people like this."
Neutral,stevenrobert56,RT @Used_To_Be_GOP: TESTING is far better than QUARANTINING...@realDonaldTrump has been so consumed with how he might look with scores of p…
Neutral,KatCeccotti,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,Disgusted_InTN,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,normanwlucas,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,Tricia97708983,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,tjh1959,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,kmscarlett54,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
Neutral,Boggskm1,RT @CREWcrew: More than 130 Secret Service members have tested positive for coronavirus or had to quarantine. The outbreak is connected to…
