Sentiment,User,Post Content
Positive,cathybrts,#WearAMask #WearTheDamnMask #StayHome
Positive,SandeeBsandgirl,"RT @70sChickadee: I ❤ it!

Let's do exactly that!

#StayHome #StaySafe #BoycottTraitorTrump
#CelebrateBidenHarris"
Positive,AlbertaYoda,"#FuckYouJasonKenney #RecallKenney #COVIDIOTS 
#JustinTrudeau  
#StayHome                  

#Vancouver #COVID19AB… https://t.co/wrhj22Or23"
Positive,AlbertaYoda,"#PresidentBiden
#JustinTrudeau  
#TheGreatReset

#StayHome           
#Vancouver #JustinTrudeau 
#COVID19AB… https://t.co/oi7Pu0mV15"
Positive,AlbertaYoda,"#China #FIPA #Hypocrite #LyingOToole 
#JustinTrudeau  
#TheGreatReset
#StayHome              
#Vancouver… https://t.co/cX8jDV5lvK"
Positive,marketman52,"RT @Jimmcnary: @marketman52 ⭐⭐⭐MAGA PATRIOTS: BOYCOTT THE CORRUPT RIGGED GEORGIA SENATE RUNOFFS!

NO TRUMP? NO VOTE!⭐⭐⭐

#WWG1WGA 
#StayHom…"
Positive,pmo1346,Dear #maga #TRUMP2020ToSaveAmerica #ProudBoysUSA the numbers will catch up to you.....#WearADamnMask #stayathome
Positive,LeeAnnRobinson,@RexChapman @selenemoon96 #Certifytheelection #BidenHarris2020 #stayathome https://t.co/BmRlsO7DrW
Neutral,HiddingL,@SkyNews Boris is back in quarantine at least he goes into quarantine our President Trump runs around spreading it to everybody. Lol
Neutral,PattySm16264397,He's in quarantine because he was exposed to someone who has it. They didn't say he has it.
Neutral,BRussel39434804,Then he can quarantine at home. Can you believe this jackass is a M.D.?
Neutral,DenaePFA,"@politi_geek Glad I was only there on election day and left.

Back to quarantine at the secluded beach."
Neutral,Smilan317,Missouri.Our Governor announced that anyone with Covid need not quarantine 14 days. #ParsonIsAMurderer
Neutral,Jacksonpavli612,"Honestly my vote is either doom or ACNH, ACNH for how it literally is the ultimate quarantine game"
Neutral,missb62,RT @Bobblespeak: a carpenter you know have to quarantine for two weeks when visiting Atlantic City
Neutral,ABookWithLuv,Do you remember when we were horny during the election over being quarantined for so long that we were swooning ove… https://t.co/fCDXb3wnnd
Neutral,DebraBa45242156,RT @Smilan317: Missouri.Our Governor announced that anyone with Covid need not quarantine 14 days. #ParsonIsAMurderer
Neutral,GChamberlin5,@RealJamesWoods Georgia should impose a six week COVID quarantine for ANY GOPers coming to interfere with Senate election.
Neutral,SunningCham88,RT @ReichlinMelnick: Fantastic news! The judge makes absolutely clear that deporting children under a federal quarantine law that does not…
Neutral,dixielolo,RT @ReichlinMelnick: Fantastic news! The judge makes absolutely clear that deporting children under a federal quarantine law that does not…
Neutral,HeidiLiFeldman,RT @ReichlinMelnick: Fantastic news! The judge makes absolutely clear that deporting children under a federal quarantine law that does not…
Neutral,bronxgalval,RT @ReichlinMelnick: Fantastic news! The judge makes absolutely clear that deporting children under a federal quarantine law that does not…
Neutral,Politics_NYY,RT @ReichlinMelnick: Fantastic news! The judge makes absolutely clear that deporting children under a federal quarantine law that does not…
Neutral,sparks_randi,"Chuck Grassley is in quarantine, and it could change the outcome of an important vote https://t.co/TpC8ulbYuS via @PalmerReport"
Neutral,Wicomico_Jared,"I made the best of Quarantine and got to talk to people from all over this country! 

Congratulations to @JoeBiden… https://t.co/cUOUii4vUt"
Neutral,CblumChris,"Chuck Grassley is in quarantine, and it could change the outcome of an important vote https://t.co/lBoNhq2agd via @PalmerReport"
Neutral,Gabbysings2,"Will they be tested for diseases, quarantined etc. Will they have jobs to support themselves or get on the soles of… https://t.co/v8w6uNPBq8"
Neutral,HampKid,@_dude_diligence @neal_katyal Trump* had people show up that were and are too stupid to quarantine. Biden won becau… https://t.co/zUfDt3i9Qf
Neutral,elvondrake,"Judy Shelton's Fed nomination sunk by COVID quarantines, key GOP defections 

https://t.co/XuSTT0EdSA"
Neutral,mycherieamour25,"RT @BillyCorben: While over 130 Secret Service agents are quarantined due to coronavirus, four were stuck shopping with Tiffany Trump on Wo…"
Neutral,jlynneda,"RT @Defeat_Trump2: Chuck Grassley is in quarantine, and it could change the outcome of an important vote https://t.co/PUHY2g2Y7h via @Palme…"
Neutral,1antiracist,"RT @BillyCorben: While over 130 Secret Service agents are quarantined due to coronavirus, four were stuck shopping with Tiffany Trump on Wo…"
Neutral,StephMillerShow,"Dana Goldberg, host of “Out In Left Field” on the #SexyLiberalPodcastNetwork, joins us from her quarantine bunker f… https://t.co/vnlngETuhK"
Neutral,Truth67968705,RT @SMBPC: @RealJamesWoods Georgia should impose a six week COVID quarantine on anyone coming from California to interfere in Senate electi…
Neutral,Citizen39009812,RT @SMBPC: @RealJamesWoods Georgia should impose a six week COVID quarantine on anyone coming from California to interfere in Senate electi…
Neutral,DBChirpy,RT @PostRoz: More than 130 Secret Service officers are said to be infected with coronavirus or quarantining in wake of Trump’s campaign tra…
Neutral,marylispastit,RT @msvespa: Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. After the Rs…
Neutral,WonderWoman934,"RT @littleone7156: @tedcruz @SherrodBrown @DanSullivan_AK ted heard @ChuckGrassley is now in quarantine? I pray he will be ok, &amp; not get vi…"
Neutral,jerrydouglass8,RT @msvespa: Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. After the Rs…
Neutral,tlily1024,RT @msvespa: Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. After the Rs…
Neutral,TiddCindy,RT @msvespa: Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. After the Rs…
Neutral,msvespa,RT @msvespa: Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. After the Rs…
Neutral,CaraTesoraMia,RT @altJerseyCraig: Judy Shelton’s path to Fed in jeopardy after Republican senator quarantines hours before confirmation vote https://t.co…
Neutral,thejoshuablog,RT @thejoshuablog: Via @TPM: Grassley Immediately Quarantines After Learning Of COVID-19 Exposure https://t.co/048GAehkgQ | #trump #politic…
Neutral,haroldbuddywri1,"Judy Shelton's Fed nomination sunk by COVID quarantines, key GOP defections https://t.co/pDxZps2uQs via @Yahoo 

good!!!!!"
Neutral,KimJeff1770,"Makes me think that if McConnell also goes into quarantine, then maybe President Biden and his team can finally get… https://t.co/xADDM6noN6"
Neutral,msvespa,Amazing! The Senate vote was literally saved by Kamala and Covid! 2 Senators were absent due to covid quarantine. A… https://t.co/S3LAUIUAFS
Neutral,AllensOpEd,RT @altJerseyCraig: Judy Shelton’s path to Fed in jeopardy after Republican senator quarantines hours before confirmation vote https://t.co…
Neutral,Brownste1Sharon,"RT @DrDenaGrayson: Chuck Grassley just went into quarantine and will miss his first Senate vote in DECADES, yet @tedcruz calls @SenSherrodB…"
Neutral,abbyeasy,@ABCNewsLive F**king idiot Graham doesn't have enough insight to realize covid &amp; unemployment + quarantine = crazy… https://t.co/ayJ53LcIVC
Neutral,Teresa25595352,"My son, who is now quarantined w COVID-19, and showing no symptoms btw, just said something to me that brought me p… https://t.co/Xe5iFwZddl"
Neutral,RubMyBelly2,"Judy Shelton's Fed nomination sunk by COVID quarantines, key GOP defections https://t.co/gytXOCtJn8 via @Yahoo https://t.co/lUxIerjs3y"
Neutral,bronedog,@NPR @charliekirk11 @IngrahamAngle  is this Joe Biden’s lockdown?
