Negative,conservative,@CraigTheTechTeacher,"“Every single day we wake up and make decisions. Each and every decision carries a level of risk with it. From driving to work, eating an unhealthy breakfast, or deciding to exercise or not. These decisions impact our lives in negative or positive ways. When you boil it down, every single decision carries a statistical chance of killing us or others. Many people are not used to looking at their lives through this lens, and it’s why many struggle with reconciling the risk related to COVID-19 in their daily lives.” #COVID-19 #MSM #FakeNews #Risk #ReopenAmerica #Election2020"
Negative,conservative,@CraigTheTechTeacher,"“Every single day we wake up and make decisions. Each and every decision carries a level of risk with it. From driving to work, eating an unhealthy breakfast, or deciding to exercise or not. These decisions impact our lives in negative or positive ways. When you boil it down, every single decision carries a statistical chance of killing us or others. Many people are not used to looking at their lives through this lens, and it’s why many struggle with reconciling the risk related to COVID-19 in their daily lives.” #COVID-19 #MSM #FakeNews #Risk #ReopenAmerica #Election2020"
Negative,conservative,@GallantlyStreaming,"Share the heck out of this! Sweden with its no lockdowns, no masks, no social distancing has barely any increase in cumulative deaths since July 1. It also shows, of course, in how the new deaths chart drops down to next to nothing. This is from the WHO website. COVID19.who.int/table. #covidfarce #covidfraud #covidhoax #covid19hoax #covidscamdemic #trump #trump2020 #maga #maga2020 #kag #kag2020 #qanon"
Negative,conservative,@Fieryfred0023,If everyone were this brave there would be no lockdown. Lives would be saved Jobs and businesses would be saved Politicians and their corrupt advisors would be in prison Let’s support this heroic lady by spreading the word and standing up to manipulation and tyranny
Positive,conservative,@carpedonktum,"No matter what happens on Tuesday, I want to thank President Trump and all of you for providing me with all of the amazing opportunities and experiences over the last 4 years. I never could have dreamed that a stay at home dad from Kansas, making videos in his spare time could be so blessed as I have. From being invited to the White House, to traveling around the country, and being elevated to a position where I could reach 273,000 people on Twitter, 231,000 people on Parler, 54,000 people on youtube, 51,000 people on Facebook, and 38,000 people on Instagram. Thank you and I love you all. I am the luckiest guy in history."
Positive,conservative,@carpedonktum,"No matter what happens on Tuesday, I want to thank President Trump and all of you for providing me with all of the amazing opportunities and experiences over the last 4 years. I never could have dreamed that a stay at home dad from Kansas, making videos in his spare time could be so blessed as I have. From being invited to the White House, to traveling around the country, and being elevated to a position where I could reach 273,000 people on Twitter, 231,000 people on Parler, 54,000 people on youtube, 51,000 people on Facebook, and 38,000 people on Instagram. Thank you and I love you all. I am the luckiest guy in history."
Neutral,conservative,@Djbz,"PA voters who are being told by Health Officials to quarantine for 14 days! This is illegal, voter suppression! Go vote! Report to the appropriate numbers!"
Neutral,conservative,@Joalban1963,"This just in Pennsylvania Heads Up if you are a Trump Supporter, Your democratic governor and mayors are trying by all means to rig this election in Bidens favor , Let's Share this on all platforms and call them out!PLEASE SHARE THIS INFORMATION! NOT JUST SHARES, BUT DIRECT MESSAGE PEOPLE THIS LINK. SHARE ON OTHER PLATFORMS AS WELL! Shortly after 19 minutes in this live by Senator Doug Mastriano on his official Pennsylvania government Facebook page puts out the following information... Pennsylvania is sending letters to people that they've been in contact with someone who tested positive for covid and they need to quarantine, this decision comings merely days before the election. With letters arriving the day before the election. They picked three counties, York, Dauphin, and Lebanon. All were heavy blue or leaning blue, but now swing red. I know the area. Our Governor is a Trump hating Democrat. Our Attorney General of PA, already claimed victory"
Neutral,conservative,@Angie71,Professor Skally(wag) of Sage........ Maajid Nawaz corners epidemiologist over cost of second lockdown - LBC
Neutral,conservative,@JimJordan,Republicans:  Liberty. Not lockdowns.  Freedom. Not socialism.  Opportunity. Not mandates.
