Sentiment,User,Post Content
Negative,tms0605,#NoMoreLockdowns !!
Negative,King6951122775,#NoMoreLockdowns @JoeBiden
Negative,SandraC42595084,"RT @stacey_rudin: Go, Minnesota!! No more Mogadishisota! #NoMoreLockdowns"
Negative,sclymas1,"RT @Pontem16: @RichardGrenell @JoeBiden @realDonaldTrump # NoMoreLockdowns / TRUMP 👍

@zerohedge 
@JackPosobiec 
@drdavidsamadi 
@JamesOKee…"
Negative,CletusRay4,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,PatriotAJGhost,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,CmdrProton,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,darthdomm1,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,Jgirl92738988,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,NavyVeteranMAL,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,Sphynxcoolcat,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,EMastrro,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,AngelWarrior321,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,MajorMarkAgain,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,CTruthforTrump,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica"
Negative,cindievaccaro,"RT @SpiritFoxxx: No, @JoeBiden. I'm not wearing a mask. #MasksOffAmerica #MasksOff #ReopenAmerica"
Negative,ttocs35,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica https://t.co/miagyeg2mf"
Negative,GeneralGopher,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica https://t.co/miagyeg2mf"
Negative,HammyOverMiami,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica https://t.co/miagyeg2mf"
Negative,Derameth,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica https://t.co/miagyeg2mf"
Negative,tischler01,"RT @cindievaccaro: Thanks, @JoeBiden, but no. 

#MasksDontWork.

Period.

#MasksOff
#ReopenAmerica https://t.co/miagyeg2mf"
Negative,vegas_sports,@RichardGrenell @JoeBiden @realDonaldTrump #OpenAmericaNow https://t.co/YnPT2eZlYO
Negative,Angela81250692,"#OpenAmericaNow #DemocratsKilledSmallBusinesses 
#DemocratsKilledJobs 
#DemocratLockdowns #DemocratRiots… https://t.co/DFkge6qxXB"
Negative,Wutevuh,"This is what #JoeBiden wants to do 
Same as all #Democrats 
#lockdown USA ! 

Say NOWAY 
Lets
#OpenAmericaNow… https://t.co/5joy2lDUJG"
Negative,Wutevuh,"@JoeBiden ✔Vote FOR #America #OpenAmericaNow
#SaveOurChildren #ProLife #LawAndOrder
 Pro #FreedomFirst is with… https://t.co/herpRsBrn4"
