Sentiment,User,Post Content
Neutral,lfoster0001,RT @redsteeze: A Democrat rep who tested positive for COVID broke quarantine and ignored health guideline because Nancy Pelosi needed her v…
Neutral,AziLanger,RT @RepGarretGraves: A plexi-glass quarantine chamber just appeared in the gallery of the U.S. House. All I can assume is that there aren’t…
Neutral,Facts2Speak,RT @redsteeze: A Democrat rep who tested positive for COVID broke quarantine and ignored health guideline because Nancy Pelosi needed her v…
Neutral,TRUMPatriotB,RT @Timcast: The process to challenge the Electoral vote is literally constitutional unlike COVID lockdowns
Neutral,freeze_robert,#ChinaJoeBiden #PelosiMustGo  #MAGA  #PatriotParty   #shutdown  #Mittens https://t.co/kSpuo73ner
Neutral,freeze_robert,#ChinaJoeBiden #PelosiMustGo  #MAGA  #PatriotParty   #shutdown  #McConnell https://t.co/nwImIxiDsQ
Neutral,watch4listen,@JoeBiden Starting with small business shutdowns and forced vaccinations (for children too!) with no longitudinal studies.
Neutral,Fgarcia2849Jr,"RT @drscott_atlanta: Just remember the people doing this support

-#BLM
-#Antifa
-#Masks
-#lockdown
-#DefundPolice
-#GunControl
-After birt…"
Neutral,uwantson,"RT @drscott_atlanta: Just remember the people doing this support

-#BLM
-#Antifa
-#Masks
-#lockdown
-#DefundPolice
-#GunControl
-After birt…"
Neutral,DingoDog17,If Biden gets Inaugurated as POTUS there will be Barbaric Forceful Lockdowns beyond comprehension to further destro… https://t.co/aZQUzDLF0I
Neutral,RedWhiteTruth,"RT @RedWhiteTruth: NEW EPISODE ALERT 🚨 

2020: what a time to be alive! 
#COVID #Lockdowns #ElectionFraud #Trump #Biden #China 

On “The Ye…"
Positive,KenMart22205623,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,ymchoi2,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,veon_c,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,NancyLChapman,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,MissyPeanut,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,freestochastis,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,AppleReality,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,soudan,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,SamPD4L,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,Dennisl68278929,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,pins_r,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,Eddie1771369,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,virgo6776,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,dunquetusei,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
